0,100,-100
-64,-70,-63
-66,-66,-72
-70,-64,-63
-66,-69,-63
-62,-64,-71
-63,-69,-63
-69,-64,-66
-63,-65,-63
-70,-64,-66
-63,-64,-70
-63,-70,-72
-64,-70,-70
-67,-71,-66
-70,-65,-72
-69,-65,-71
-64,-65,-71
-69,-65,-72
-69,-71,-66
-66,-65,-71
-63,-71,-71
-63,-70,-67
-64,-70,-64
-66,-70,-70
-63,-70,-70
-69,-65,-67
-63,-70,-72
-63,-65,-66
-66,-65,-67
-70,-70,-67
-66,-65,-64
-63,-66,-67
-63,-70,-63
-67,-70,-68
-70,-65,-63
-62,-65,-71
-69,-65,-68
-67,-65,-63
-67,-65,-70
-62,-65,-64
-62,-71,-71
-69,-65,-65
-69,-66,-65
-71,-66,-67
-70,-66,-72
-62,-66,-67
-66,-66,-74
-65,-70,-72
-70,-66,-72
-65,-66,-64
-64,-66,-65
-65,-71,-64
-63,-66,-67
-68,-66,-72
-69,-66,-65
-63,-71,-67
-68,-71,-64
-64,-66,-64
-69,-71,-64
-67,-66,-64
-64,-71,-68
-64,-66,-64
-70,-65,-72
-63,-70,-64
-63,-65,-64
-67,-66,-67
-64,-72,-67
-63,-72,-67
-70,-66,-74
-71,-66,-67
-66,-72,-64
