0,25,-25
-63,-62,-61
-62,-64,-64
-70,-62,-63
-70,-75,-60
-72,-62,-62
-65,-69,-61
-66,-68,-64
-63,-66,-60
-70,-83,-65
-72,-72,-66
-65,-77,-65
-65,-68,-65
-64,-68,-62
-66,-62,-66
-62,-76,-61
-63,-74,-66
-64,-62,-62
-64,-63,-66
-66,-64,-60
-65,-63,-62
-64,-64,-62
-63,-62,-66
-64,-62,-66
-68,-63,-60
-77,-64,-66
-68,-62,-61
-68,-65,-60
-68,-72,-60
-64,-64,-61
-68,-65,-62
-74,-73,-61
-65,-64,-60
-68,-64,-60
-66,-65,-61
-68,-65,-62
-69,-65,-66
-69,-62,-66
-74,-64,-61
-65,-72,-60
-71,-63,-62
-72,-63,-62
-66,-64,-58
-72,-77,-60
-70,-62,-60
-68,-82,-66
-69,-65,-66
-69,-65,-60
-68,-87,-60
-68,-60,-65
-74,-64,-63
-71,-70,-62
-74,-63,-57
-72,-68,-57
-66,-66,-60
-66,-65,-60
-72,-61,-58
-66,-65,-64
-66,-61,-58
-67,-71,-57
-66,-60,-62
-85,-60,-60
-64,-66,-62
-66,-72,-60
-81,-67,-65
-68,-65,-60
-82,-66,-64
-68,-61,-65
-62,-67,-64
-62,-60,-66
-68,-66,-66
