0,-25,25.5
-65,-68,-64
-52,-64,-60
-52,-64,-64
-52,-72,-76
-52,-64,-76
-59,-72,-76
-65,-72,-60
-59,-68,-60
-52,-64,-64
-59,-72,-76
-59,-72,-60
-52,-69,-60
-53,-69,-64
-59,-72,-60
-65,-72,-60
-59,-72,-76
-65,-65,-64
-52,-73,-64
-65,-69,-64
-52,-68,-76
-59,-64,-64
-52,-73,-60
-59,-69,-76
-59,-72,-60
-59,-73,-60
-66,-68,-60
-52,-68,-60
-59,-68,-76
-59,-64,-60
-52,-68,-60
-52,-73,-76
-52,-68,-76
-65,-68,-76
-59,-73,-76
-52,-69,-60
-59,-65,-60
-65,-68,-60
-65,-69,-64
-52,-68,-75
-59,-69,-75
-59,-69,-76
-59,-72,-75
-59,-64,-76
-65,-65,-64
-52,-65,-64
-59,-64,-64
-65,-65,-75
-66,-72,-64
-65,-64,-60
-59,-69,-64
-66,-65,-64
-59,-64,-75
-65,-68,-60
-52,-65,-76
-65,-73,-64
-52,-64,-75
-65,-69,-60
-59,-64,-75
-66,-68,-75
-59,-68,-75
-59,-69,-64
-59,-65,-64
-65,-65,-64
-66,-68,-75
-52,-68,-60
-65,-69,-64
-59,-64,-64
-52,-73,-60
-59,-73,-65
-60,-68,-64
-53,-63,-74
-59,-72,-63
-53,-64,-64
-58,-69,-75
-53,-64,-63
-53,-72,-63
-53,-72,-60
-53,-68,-76
-59,-64,-60
-65,-72,-64
-65,-71,-60
-53,-68,-60
-65,-67,-77
-59,-64,-64
-59,-68,-77
-59,-68,-64
-59,-68,-60
-59,-72,-77
-59,-64,-64
-59,-68,-76
-59,-68,-77
-65,-71,-63
-53,-64,-60
-59,-68,-64
-59,-71,-60
-65,-71,-60
-53,-71,-60
-53,-71,-64
-59,-72,-64
-53,-71,-60
-66,-68,-64
-54,-72,-76
-54,-71,-60
-66,-71,-64
-53,-68,-60
-54,-64,-63
-59,-68,-60
-54,-64,-77
-54,-71,-60
-53,-68,-60
-66,-71,-60
-59,-68,-77
-59,-71,-64
-53,-72,-60
-59,-71,-60
-59,-64,-76
-59,-64,-60
-59,-71,-77
-66,-68,-64
-53,-68,-76
-59,-68,-64
-59,-64,-60
-53,-64,-60
-59,-64,-60
-65,-71,-60
-65,-68,-76
-66,-71,-76
-65,-71,-64
-66,-68,-76
-53,-68,-64
-66,-71,-64
-66,-68,-64
-59,-64,-64
-54,-72,-76
-54,-68,-64
-53,-72,-64
-59,-71,-76
-59,-71,-77
-54,-68,-60
-54,-64,-64
-66,-64,-64
-66,-71,-76
-66,-71,-76
-59,-68,-64
-66,-68,-60
-66,-68,-64
-66,-68,-76
-66,-72,-76
-59,-71,-76
-54,-68,-76
-53,-72,-60
-66,-72,-76
-59,-71,-76
-53,-64,-60
-59,-64,-64
-59,-68,-63
-66,-72,-60
-66,-71,-64
-59,-64,-64
-59,-68,-60
-54,-71,-64
-59,-72,-60
-53,-64,-76
-66,-64,-76
-59,-72,-64
-53,-71,-64
-66,-64,-64
-66,-68,-60
-66,-64,-60
-59,-72,-60
-59,-64,-64
-54,-68,-64
-53,-68,-76
-66,-68,-77
-54,-64,-64
-66,-72,-64
-66,-71,-76
-66,-71,-60
-59,-68,-60
-53,-68,-64
-59,-64,-60
-66,-68,-64
-66,-68,-60
-66,-64,-64
-66,-71,-60
-66,-71,-60
-53,-64,-76
-59,-64,-63
-66,-64,-64
-66,-68,-64
-59,-64,-64
-53,-72,-76
-59,-64,-64
-59,-71,-64
-59,-68,-64
-66,-68,-60
-66,-72,-76
-53,-64,-77
-59,-72,-76
-59,-68,-64
-53,-71,-60
-59,-64,-64
-59,-64,-64
-59,-64,-77
-66,-68,-64
-66,-68,-64
-59,-72,-60
-66,-72,-60
-66,-72,-76
-54,-72,-63
-66,-68,-60
-59,-64,-60
-59,-68,-76
-66,-68,-76
-54,-68,-60
-59,-71,-77
-66,-72,-60
-66,-68,-60
-59,-71,-60
-54,-68,-64
-54,-68,-60
-66,-71,-60
-54,-68,-63
-66,-72,-64
-66,-68,-60
-66,-72,-76
-53,-72,-60
-66,-64,-76
-66,-71,-64
-53,-68,-64
-53,-68,-60
-59,-64,-64
-54,-71,-64
-54,-68,-76
-59,-68,-76
-66,-68,-60
-66,-68,-63
-54,-68,-76
-59,-71,-76
-59,-71,-64
-53,-71,-64
-54,-68,-76
-59,-64,-64
-54,-64,-64
-54,-72,-63
-54,-68,-64
-66,-64,-60
-66,-71,-76
-54,-64,-76
-59,-64,-76
-66,-64,-60
-54,-68,-76
-59,-71,-76
-66,-71,-76
-66,-71,-63
-59,-68,-64
-59,-72,-63
-66,-71,-60
-66,-64,-76
-59,-64,-63
-54,-64,-75
-66,-64,-76
-66,-68,-60
-66,-68,-76
-54,-64,-64
-54,-64,-76
-54,-71,-60
-66,-71,-64
-66,-64,-76
-53,-71,-76
-66,-71,-63
-59,-72,-64
-59,-64,-64
-53,-71,-63
-66,-64,-60
-59,-68,-60
-59,-64,-76
-59,-71,-64
-67,-71,-76
-66,-68,-64
-59,-64,-60
-59,-64,-64
-53,-68,-75
-59,-68,-63
-66,-64,-60
-59,-71,-75
-59,-71,-64
-53,-64,-64
-54,-71,-63
-66,-68,-60
-60,-68,-60
-54,-67,-76
-59,-68,-75
-54,-68,-75
-66,-64,-76
-66,-68,-75
